sub_id,kid_age,kid_gender,kid_gender_code,kid_race,race_id,race_talk,race_convo_topic,race_convo_freq,rac_ineq_talk,rac_ineq_convo_topic,rac_ineq_convo_freq,raceid_talk,raceid_convo_topic,raceid_convo_freq,child_bias_target,child_become_bias,age,race,gender,gender_code,status_1,education,pol_views,time,race_colorblindness_code,race_focus_code,race_preparation_code,race_antibias_code,race_pride_code,race_racism_code,race_advantage_code,race_acknowledgement_code,race_no_code,rac_ineq_colorblindness_code,rac_ineq_focus_code,rac_ineq_preparation_code,rac_ineq_antibias_code,rac_ineq_pride_code,rac_ineq_racism_code,rac_ineq_advantage_code,rac_ineq_acknowledgement_code,rac_ineq_no_code,raceid_colorblindness_code,raceid_focus_code,raceid_preparation_code,raceid_antibias_code,raceid_pride_code,raceid_racism_code,raceid_advantage_code,raceid_acknowledgement_code,raceid_no_code
653,9,Female,0,Black/African American,1,0,NA,NA,0,NA,NA,1,school assignment was to study Black History Month and she research African American inventors,2,2,1,31,Black/African American,Female,0,5,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0
654,13,Female,0,Black/African American,1,1,I talked about how people are different.,3,0,NA,NA,1,It is important for her to know her background.,2,2,3,44,Black/African American,Male,1,6,6,3,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0
655,17,Male,1,Black/African American,1,1,The police shooting all around the world. The talk needed to happen so my child would not walk around fearful for his life.,3,0,NA,NA,1,Talked to him about success. black men can achieve success as long as they work hard and dig in to make somebody of themselves,3,3,3,53,Black/African American,Female,0,7,6,6,1,0,1,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0
656,13,Female,0,Black/African American,1,1,I let her to know that we Black's America are not inferior to the whites.,3,1,How some peeps will want to downgrade het,3,1,Been bullied in school,3,2,2,35,Black/African American,Male,1,8,6,2,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
658,14,Female,0,Black/African American,1,1,that they are not ugly and their hair is beautiful and they are a queen,3,1,Don’t worry about it,4,1,Don’t worry about it,4,5,5,21,Black/African American,Female,0,7,6,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
659,8,Male,1,Black/African American,1,1,How people are treated differently because of their race,3,1,I told him about some people may not like you because of,3,0,NA,NA,2,3,29,Black/African American,Female,0,3,4,4,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
660,5,Male,1,Black/African American,1,1,Where we originated from,3,0,NA,NA,1,Great,3,5,5,33,Black/African American,Male,1,5,6,1,1,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1
661,3,Female,0,Black/African American,1,0,NA,NA,0,NA,NA,0,NA,NA,2,1,28,Black/African American,Female,0,5,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
662,16,Female,0,Black/African American,1,1,About how different we are but how old the same we all are as well,2,1,Racial inequality,2,1,Being black,2,3,3,48,Black/African American,Male,1,10,5,6,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
663,16,Female,0,Black/African American,1,1,How your race is recieved or thought of by other races and differences within our own races,2,1,How unfair things are with respect to race,2,1,How we are often unfairly targeted and not given the opportunities that whites are privy to,2,4,4,39,Black/African American,Female,0,3,7,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
664,6,Male,1,Black/African American,1,0,NA,NA,0,NA,NA,0,NA,NA,5,5,40,Black/African American,Female,0,7,5,3.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
665,6,Male,1,Black/African American,1,1,About blacks being different,3,1,Its unfair,5,1,It's very bad,4,3,3,23,Black/African American,Female,0,4,5,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
666,16,Male,1,Black/African American,1,1,How it affects his life,4,1,How it affects his life,4,1,How it affects his life,4,4,4,38,Black/African American,Female,0,3,4,4,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
667,16,Male,1,Black/African American,1,1,"About getting into a relationship with a person from a different race, and if it was okay or not. And what is the attraction to that race. Why it doesn't matter what anyone else thinks I'm okay with it.",3,1,"About how some children were calling him names, or making fun because his skin was darker than most. Even though he still is a very beautiful child and has many friends I told him not to let the words get him down.",2,0,NA,NA,2,1,37,Black/African American,Female,0,5,5,3,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
668,13,Female,0,Black/African American,1,1,To always be respectful of anyone. Even its still a real big issue I try to teach her to respect ppl how u want to be respected no matter the color of your skin.,3,1,My child is a black young lady and she will experience it to some degree eventually and I just wanted to leave the discussion open to where she feels she can ask me anything.,2,1,To always be aware because the color of your skin matters,2,5,5,32,Black/African American,Female,0,2,3,3,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
670,9,Male,1,Black/African American,1,1,Eye told my sun the importance of his true color and his history,4,1,Eye told them about their history,4,1,Black is a color not a skin color.,4,3,1,29,Black/African American,Female,0,10,3,6.5,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
671,9,Female,0,Black/African American,1,1,Skin tone,3,1,Everybody is not equal,4,1,Skin color,4,5,5,30,Black/African American,Female,0,5,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
672,17,Male,1,Black/African American,1,1,About why this virus is supposedly more deadly to one race,2,1,About the vast disadvantages he will have as a black man,2,1,Just normal talk in the household,5,4,1,36,Black/African American,Female,0,3,4,4,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
673,10,Female,0,Black/African American,1,1,"I told her don't be upset when people call you ugly and black.  It is privilege to be young, gifted and black",4,1,I l et her know that things were treated differently according to your racial background.,4,1,I explained that we are different but very blessed and intelligent people.,4,4,4,69,Black/African American,Female,0,8,5,2,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
674,12,Female,0,Black/African American,1,1,she said what she thought and i responded in kind with what i thought also,3,1,so long to the dark cold night of yesterday,4,1,do what you will shall be the whole of the law,4,3,3,45,Black/African American,Male,1,6,6,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
675,17,Female,0,Black/African American,1,1,about her french and haitinan background,3,1,why so many blacks were dying from the corona virus,3,1,diferent skin types,3,5,3,49,Black/African American,Female,0,4,6,2,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
677,1,Female,0,Black/African American,1,0,NA,NA,0,NA,NA,0,NA,NA,3,3,31,Black/African American,Female,0,4,5,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
681,3,Male,1,Black/African American,1,1,To long to explain,2,0,NA,NA,0,NA,NA,2,1,34,Black/African American,Male,1,6,3,5.5,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,8,Female,0,Black/African American,1,1,She wanted to know why she couldn't wear a ponytail like a Caucasian girl in her class.,2,1,She wanted to know why we had to wait to be served at a restaurant and that most of the other people had and were eating their food.,3,1,She wanted to know why a classmate was mean to her and I knew the classmate's parents and how they feel about black people.,2,3,2,49,Black/African American,Female,0,5,4,2.5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
684,7,Male,1,Black/African American,1,1,He asked me why the other kids looked different and I told him that differences is what makes us all special and unique but to never hate or be mean to someone because they're different.,3,0,NA,NA,0,NA,NA,2,2,42,Black/African American,Male,1,8,4,4,1,1,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
685,17,Female,0,Black/African American,1,1,They she should be proud of being Africa American young lady.,2,1,I gave her an example.,2,1,Because she needed to know she was different.,2,3,1,48,Black/African American,Female,0,7,4,4.5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
688,16,Male,1,Black/African American,1,1,i asked do he think he is different from other people,3,1,he was big on talking about it,4,0,NA,NA,5,4,30,Black/African American,Female,0,9,6,3.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
690,12,Female,0,Black/African American,1,1,We talked about what it was.,4,0,NA,NA,1,What it is like being black,3,1,1,33,Black/African American,Female,0,9,6,4,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0
692,4,Female,0,Black/African American,1,1,About how racism exists and to be careful deal with certain people.,2,0,NA,NA,0,NA,NA,3,3,29,Black/African American,Male,1,6,4,6,1,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
693,11,Female,0,Black/African American,1,1,Someone made a blanket statement about her race.,3,0,NA,NA,1,I believe it was about the fact that her dad is white.,3,5,5,46,Black/African American,Female,0,5,6,1,1,0,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1
695,8,Female,0,Black/African American,1,1,I talked about how beautiful she is and how she is special in her own skin,3,1,Someone was not ready to come near her just because she was black. I had to remind her how special and beautiful her skin color is.,3,1,About who a black person is and what made her black.,3,4,4,37,Black/African American,Female,0,7,8,4,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
697,10,Male,1,Black/African American,1,1,I spoke about race being something unique about someone which distinguishes one from others,2,0,NA,NA,1,I said being black is one of the greatest things one can get since its really unique and nice,5,2,1,26,Black/African American,Female,0,7,6,2,1,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0
703,6,Female,0,Black/African American,1,0,NA,NA,1,N/A,1,0,NA,NA,2,3,25,Black/African American,Female,0,6,5,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
704,14,Male,1,Black/African American,1,1,"He goes to a predominantly white school. I had to give him the reminder to always be above reproach in his actions. If he is a part of a group of kids that are being singled out for bad behavior, He will always be considered to be the ringleader. It's easiest to point out the ""Black Kid"" when something goes awry",4,1,The treatment of a white person when they are stopped by police as opposed to how a black person is treated. Black people are frequently presumed guilty when stopped,4,1,"We talked about the ability to overcome. THere's a presumed incompetence based on traditional stereotypes. Rather than wallow, you have to forward looking and move beyond those stereotypes",5,5,1,52,Black/African American,Male,1,8,8,3.5,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
705,8,Female,0,Black/African American,1,1,where we come from our grand parents,4,0,NA,NA,1,they ask about their color where come from,5,1,1,48,Black/African American,Female,0,7,6,3,1,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0
706,17,Male,1,Black/African American,1,1,how to survive as a black person in America,2,1,"that as a black person, expect life will be harder than if you were white",2,1,how American treat people like us,1,3,3,50,Black/African American,Male,1,9,6,4,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
709,11,Female,0,Black/African American,1,1,"Why, being in a predominatly white school, some of her friends couldn't understand cultural and race differences but that it's ok to stand up for oneself and to speak to an adult if she's uncomfortable. Sometimes, also, you may have to ignore minor things or educate them on what they don't know or understand such as hair care.",3,1,How she always needs to try twice as hard because it will be harder for her as a young black woman.,2,1,"I wanted her to embrace the texture of her hair when a family member made the comment that it was ""bad""",3,4,5,31,Black/African American,Female,0,5,5,2,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
710,2,Male,1,Black/African American,1,1,I told my son that he is African American,4,1,Treat others with respect,5,1,We are of African descent,5,4,4,23,Black/African American,Male,1,9,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
711,14,Male,1,Black/African American,1,1,black history,3,0,NA,NA,0,NA,NA,2,2,36,Black/African American,Female,0,4,4,4,1,0,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712,15,Female,0,Black/African American,1,0,NA,NA,0,NA,NA,1,"Cultural heritage, portraying, hardships",4,5,5,40,Black/African American,Female,0,7,6,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0
713,9,Female,0,Black/African American,1,1,My child asked me about a conflict at school.  Some of her friends where calling a white kid racist.  She told me she didn't understand why they were calling him that.  I explained to her that the kid must of said something sensitive about her friends skin tone.,2,1,We were talking about how some people don't like others just because of the color of their skin,2,1,I explained to my child that sometimes people won't like you because your black and you just have to ignore them.,2,3,1,33,Black/African American,Male,1,6,6,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
714,16,Male,1,Black/African American,1,1,I don't remember,2,1,I don't remember,2,1,I don't remember,2,4,4,40,Black/African American,Female,0,2,6,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
715,11,Male,1,Black/African American,1,1,Why black kids are treated differently than white kids.,3,1,Why the police harass black people more than white people,2,1,Being black and being proud of who you are.,3,1,1,39,Black/African American,Female,0,7,5,4,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
716,11,Male,1,Black/African American,1,1,That we are all equal and unique in our own individual ways,2,0,NA,NA,0,NA,NA,4,1,34,Black/African American,Female,0,4,3,4,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717,11,Female,0,Black/African American,1,1,Letting her know she is black smart and beautiful,2,1,Stand up for yourself,3,1,The same,3,4,4,39,Black/African American,Female,0,7,5,5,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
718,2,Female,0,Black/African American,1,0,NA,NA,0,NA,NA,0,NA,NA,2,1,23,Black/African American,Female,0,3,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
719,10,Male,1,Black/African American,1,1,I basically let him know the differences of culture also just because we not the same color dont mean nothing,3,1,Just kept it honest with him it's not okay its harmful n hurtful,4,1,Just let him know the truth,5,1,1,30,Black/African American,Male,1,7,4,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
720,2,Male,1,Black/African American,1,0,NA,NA,0,NA,NA,0,NA,NA,3,1,22,Black/African American,Female,0,9,3,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
721,7,Female,0,Black/African American,1,0,NA,NA,0,NA,NA,0,NA,NA,2,1,36,Black/African American,Female,0,6,8,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
722,16,Female,0,Black/African American,1,1,"She wanted to know why she had to be extra careful in the world & why she society only accepted her when she suppressed herself.. As in, act, dress, and even look like them.",4,1,Let her know that the world will be against her but she has to continue to work hard to achieve her goals,3,1,We have to be strong while allowing ourselves to be human. Cry if you have too. But always keep moving forward.,3,5,1,23,Black/African American,Male,1,4,3,2,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
723,13,Female,0,Black/African American,1,1,Talking about how people view you on race and stereotype,2,1,We talked about how her name may keep her from getting a job..,2,1,Why some people make sure they notice that she is black,2,5,1,41,Black/African American,Female,0,7,6,4,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
724,13,Male,1,Black/African American,1,1,that we all have different colors of skin and different races of people but we are all the same as human beings,2,1,that everyone is the same underneath so treat everybody equal,2,1,was there ever a moment that he was discreminated against,2,2,2,56,Black/African American,Male,1,7,5,4,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
727,17,Male,1,Black/African American,1,0,NA,NA,1,to explain what to do when dealing with the police,4,1,that black people are treated different than white and you haved to watch your back,4,5,5,55,Black/African American,Male,1,2,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
729,13,Female,0,Black/African American,1,1,My child was just explain what she think race is and what it means to her and what she believes,5,1,We talked about equal rights for all races,5,1,We talked about how life was for black ppl through time,5,2,3,47,Black/African American,Female,0,5,5,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
733,18,Male,1,Black/African American,1,1,We discussed the fact that he should be proud to be an African American young man. We also talked about treating other people of other races the way he would want to be treated.,3,1,I informed him that there are still people in the world that will treat you like dirt because of the color of your skin.,3,1,We discussed our culture and history.,3,3,1,44,Black/African American,Female,0,9,4,1.5,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
734,15,Female,0,Black/African American,1,1,i talked about different race that are in the world. i listed the popular races in the world,2,1,i told her the history or can i say instances there were racial inequality in the world especially among whites and blacks,2,1,killing of blacks,2,3,1,26,Black/African American,Male,1,5,6,7,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
735,9,Male,1,Black/African American,1,1,We talked about how race shouldn't be a barrier between him and anything he wants to achieve,3,1,Bullying and favouritism in school,2,1,Explain that his colour doesn't make him different from others,2,4,2,35,Black/African American,Male,1,7,8,4,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
736,16,Female,0,Black/African American,1,1,"The differences in the deaths of people during the Covid-19 period. I explained that because of inherit racism that it is taking a bigger told on our race because of the conditions most of us live in. Poor health, poor healthcare, lesser income so we have to work when others can afford not to to there for giving us much more exposures. With poor healthcare we see medical people more often than others.",3,1,The differences in the death toll on blacks and Hispanics in Covid. That the virus has no racism but situations causes racism to be a factor.,3,1,Why Blacks have lower health reasons for the high death toll of Covid and what we can do to better that ratio.,3,2,1,64,Black/African American,Male,1,8,6,2,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
737,8,Male,1,Black/African American,1,1,I talked about why people are different races but regardless of race that we should love each other equally,4,1,I talked about how frequently it comes up in america. I talked about the past and the overall future for racial inequality an how truly wrong it is,4,0,NA,NA,3,3,25,Black/African American,Male,1,8,7,1.5,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
738,4,Male,1,Black/African American,1,1,Why people treat him differently,3,0,NA,NA,1,He needs to know,3,3,3,25,Black/African American,Male,1,6,6,1,1,0,1,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1
742,15,Male,1,Black/African American,1,1,I really don't remember what we talked about exactly,2,1,I can't remember,2,1,I can't remember,2,5,1,39,Black/African American,Male,1,2,5,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
743,16,Male,1,Black/African American,1,1,About being black and the racist people in the world,2,1,About an event happening I forget which one so many,2,1,Being careful with what you do,2,5,5,38,Black/African American,Male,1,5,5,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
744,16,Male,1,Black/African American,1,1,He asked me why black people are seen differently. and I told him about our history so that he understands why.,5,1,I told my kid to be proud of his race.,4,1,Told him to be proud and loud,4,4,4,29,Black/African American,Male,1,6,8,4,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
746,10,Female,0,Black/African American,1,1,I talked about how sometimes african american get treated unfair because of their race,4,1,i said sometimes people and certain people try to look down on are race,4,1,I told her that she she should be proud where she came from,3,5,5,29,Black/African American,Male,1,10,6,7,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
748,14,Male,1,Black/African American,1,1,We talked about gentrification in the cities across the US.,3,1,We discussed gentrification in the cities across the US.  He was part of a program that examined this topic.,3,1,We discussed the differences in how personal hygiene is a big deal in the black household and that washing your hands is essential and that some people of other races don't wash their hands after going to the bathroom.,3,5,1,46,Black/African American,Female,0,8,6,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
749,7,Male,1,Black/African American,1,1,It was during black history month and I wanted to find out what he was learning about in school. Then we talked further about what he was learning and the importance of black history month,3,0,NA,NA,0,NA,NA,5,3,40,Black/African American,Male,1,6,4,3,1,0,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
754,6,Male,1,Black/African American,1,1,Let him know how the world views him,2,1,So he can understand why things the way they are,2,0,NA,NA,5,1,33,Black/African American,Male,1,3,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
755,6,Male,1,Black/African American,1,1,I talked about not letting his race bother him,4,1,I told him racism still exists,4,1,I told him beimg black is good,4,3,3,48,Black/African American,Male,1,8,5,3.5,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
756,6,Female,0,Black/African American,1,1,I talked about celebrating differences and the beauty of their heritage.,2,1,I wanted her to be educated about the issue from an early age so she is better prepared to face the world later on.,5,1,I talked about black history and black role models.,3,1,1,22,Black/African American,Female,0,6,3,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
757,1,Male,1,Black/African American,1,0,NA,NA,0,NA,NA,0,NA,NA,5,1,31,Black/African American,Female,0,5,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
759,9,Female,0,Black/African American,1,1,About skin color and what our ancestors went through.,3,1,About how we weren’t born equal as someone who has a different skin complexion.,4,1,To love the skin you’re in.,4,3,3,29,Black/African American,Male,1,4,5,6,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
762,13,Female,0,Black/African American,1,1,"That there are different types of people, and that's why they have different color skin, or different characteristics",3,1,How everyone is equal,3,1,About people's rights and the way they should be treated.,3,3,2,54,Black/African American,Male,1,4,5,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
763,9,Male,1,Black/African American,1,1,Everything,4,1,Never take things for granted,4,1,His color,5,4,4,43,Black/African American,Male,1,4,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
764,17,Female,0,Black/African American,1,1,that you should not let it hold you back,3,1,that you are already behind because of your race and that you need to excel to get ahead,3,1,that racisim is alice and well,3,3,3,67,Black/African American,Male,1,7,4,2,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
767,9,Male,1,Black/African American,1,1,it was about the brutality and killings of black folks i went into our history and some other things,2,1,we dont have the same rights as others do,2,1,same as all the other ones,2,4,4,55,Black/African American,Male,1,4,5,2.5,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
768,4,Male,1,Black/African American,1,1,"We talked about where I’m from and because he’s my blood, he’s basically from there too.",3,1,I told him since he’s black there’s a certain way that people already look at you so you have to be on your best behavior.,4,1,I told him that there’s thing you can’t do because you’re black. I told him that life is going to be extra hard on you.,4,5,4,18,Black/African American,Male,1,5,3,5,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
770,12,Male,1,Black/African American,1,1,The difference in his nationality and people who are from different races,3,1,"We talked about the difference between him and his friends and class mates, and how that was a good thing, and OK",3,1,About some of the trials and tribulations that me and our people have gone through and about some he will have too go through,3,5,4,48,Black/African American,Male,1,7,6,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
771,8,Female,0,Black/African American,1,1,That ur race is important and part of who you are,2,1,How she has to be more careful than others because of the color of her skin,2,1,How it is not safe to to be black right now,2,5,5,45,Black/African American,Male,1,6,5,2,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
775,17,Female,0,Black/African American,1,1,"That often people will hate you because of the color of your skin, treat you bad, or disrespect you all because of the color of your skin.",2,1,"We talked about how it’s important not to judge a person because of their race, what clothes they have, car they drive, and how they look.",2,1,That black is beautiful and your skin color does not define you,2,3,1,53,Black/African American,Male,1,8,8,4.5,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
776,17,Female,0,Black/African American,1,1,I talked about equal opportunity in the workplace,4,0,NA,NA,0,NA,NA,1,1,39,Black/African American,Male,1,6,6,4,1,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
777,4,Male,1,Black/African American,1,1,I dont remember,4,1,I don't know,4,1,Kkk,5,4,3,35,Black/African American,Male,1,5,4,3.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
779,4,Male,1,Black/African American,1,1,We talked about how there are different people with different skin tones but tried to emphasize that we are all the same,2,0,NA,NA,1,My child asked what being black means,2,2,2,47,Black/African American,Male,1,5,8,2,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0
